2016-12-20 15:13:40.200 [JavaFX Application Thread] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2016-12-20 15:13:40.368 [JavaFX Application Thread] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
2016-12-20 15:13:40.369 [JavaFX Application Thread] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=pcb_PU, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [pcb_PU]
2016-12-20 15:13:40.370 [JavaFX Application Thread] DEBUG org.hibernate.jpa.boot.spi.ProviderChecker - Persistence-unit [pcb_PU] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2016-12-20 15:13:40.383 [JavaFX Application Thread] DEBUG org.hibernate.jpa.internal.util.LogHelper - PersistenceUnitInfo [
	name: pcb_PU
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/adriang/Documents/NetBeansProjects/PreciosContratosBascula/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.chortitzer.pcbjfx.domain.TblBasPrecios
		com.chortitzer.pcbjfx.domain.TblBasContratos
		com.chortitzer.pcbjfx.domain.Tblempresa
		com.chortitzer.pcbjfx.domain.Tblproductos]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: org.postgresql.Driver
		javax.persistence.jdbc.password: 123456
		javax.persistence.jdbc.url: jdbc:postgresql://192.168.3.122:5432/industria
		hibernate.dialect: org.hibernate.dialect.PostgreSQLDialect
		hibernate.show_sql: false
		javax.persistence.jdbc.user: postgres]
2016-12-20 15:13:40.395 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2016-12-20 15:13:40.398 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2016-12-20 15:13:40.404 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2016-12-20 15:13:40.405 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
2016-12-20 15:13:40.537 [JavaFX Application Thread] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.2.5.Final}
2016-12-20 15:13:40.540 [JavaFX Application Thread] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2016-12-20 15:13:40.557 [JavaFX Application Thread] DEBUG org.hibernate.service.spi.ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2016-12-20 15:13:40.630 [JavaFX Application Thread] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2016-12-20 15:13:40.650 [JavaFX Application Thread] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, hibernate.transaction.coordinator_class=class org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, javax.persistence.jdbc.driver=org.postgresql.Driver, sun.boot.class.path=C:\Program Files\Java\jdk1.8.0_111\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_111\jre\lib\rt.jar;C:\Program Files\Java\jdk1.8.0_111\jre\lib\sunrsasign.jar;C:\Program Files\Java\jdk1.8.0_111\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_111\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_111\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_111\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_111\jre\classes, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=1.8.0_111-b14, java.net.preferIPv4Stack=true, user.name=adriang, path.separator=;, hibernate.connection.username=postgres, os.version=10.0, java.endorsed.dirs=C:\Program Files\Java\jdk1.8.0_111\jre\lib\endorsed, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.connection.url=jdbc:postgresql://192.168.3.122:5432/industria, hibernate.ejb.persistenceUnitName=pcb_PU, file.encoding=Cp1252, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, hibernate.show_sql=false, hibernate.connection.driver_class=org.postgresql.Driver, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, java.io.tmpdir=C:\Users\adriang\AppData\Local\Temp\, java.version=1.8.0_111, user.dir=C:\Users\adriang\Documents\NetBeansProjects\PreciosContratosBascula, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, hibernate.connection.password=****, java.awt.printerjob=sun.awt.windows.WPrinterJob, sun.os.patch.level=, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@5202d8c1, java.library.path=C:\Program Files\Java\jdk1.8.0_111\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Gradle\bin;C:\Program Files (x86)\PKWARE\pkzipc;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Users\adriang\apache-maven-3.3.9\bin;., java.vm.info=mixed mode, java.vendor=Oracle Corporation, java.vm.version=25.111-b14, hibernate.bytecode.use_reflection_optimizer=false, java.ext.dirs=C:\Program Files\Java\jdk1.8.0_111\jre\lib\ext;C:\WINDOWS\Sun\Java\lib\ext, sun.io.unicode.encoding=UnicodeLittle, javax.persistence.jdbc.password=123456, java.class.version=52.0}
2016-12-20 15:13:47.755 [JavaFX Application Thread] DEBUG org.hibernate.secure.spi.JaccIntegrator - Skipping JACC integration as it was not enabled
2016-12-20 15:13:47.759 [JavaFX Application Thread] DEBUG org.hibernate.engine.spi.CascadeStyles - External cascade style regsitration [persist : STYLE_PERSIST_SKIPLAZY] overrode base registration [STYLE_PERSIST]
2016-12-20 15:13:47.785 [JavaFX Application Thread] DEBUG org.hibernate.internal.SessionFactoryImpl - Instantiated session factory
2016-12-20 15:13:47.828 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [com.chortitzer.pcbjfx.domain.Tblempresa] is safe
2016-12-20 15:13:47.828 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.chortitzer.pcbjfx.domain.Tblempresa
2016-12-20 15:13:47.847 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [com.chortitzer.pcbjfx.domain.Tblempresa] is safe
2016-12-20 15:13:47.847 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.chortitzer.pcbjfx.domain.Tblempresa
2016-12-20 15:13:47.915 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [com.chortitzer.pcbjfx.domain.TblBasPrecios] is safe
2016-12-20 15:13:47.915 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.chortitzer.pcbjfx.domain.TblBasPrecios
2016-12-20 15:13:47.916 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [com.chortitzer.pcbjfx.domain.TblBasPrecios] is safe
2016-12-20 15:13:47.916 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.chortitzer.pcbjfx.domain.TblBasPrecios
2016-12-20 15:13:47.922 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [com.chortitzer.pcbjfx.domain.TblBasContratos] is safe
2016-12-20 15:13:47.923 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.chortitzer.pcbjfx.domain.TblBasContratos
2016-12-20 15:13:47.928 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [com.chortitzer.pcbjfx.domain.TblBasContratos] is safe
2016-12-20 15:13:47.928 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.chortitzer.pcbjfx.domain.TblBasContratos
2016-12-20 15:13:47.935 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [com.chortitzer.pcbjfx.domain.Tblproductos] is safe
2016-12-20 15:13:47.936 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.chortitzer.pcbjfx.domain.Tblproductos
2016-12-20 15:13:47.952 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [com.chortitzer.pcbjfx.domain.Tblproductos] is safe
2016-12-20 15:13:47.952 [JavaFX Application Thread] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.chortitzer.pcbjfx.domain.Tblproductos
2016-12-20 15:13:47.986 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister - Static SQL for collection: com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection
2016-12-20 15:13:47.986 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row insert: update tbl_bas_contratos set id_empresa=? where id=?
2016-12-20 15:13:47.986 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row update: update tbl_bas_contratos set  where id=?
2016-12-20 15:13:47.987 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row delete: update tbl_bas_contratos set id_empresa=null where id_empresa=? and id=?
2016-12-20 15:13:47.987 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  One-shot delete: update tbl_bas_contratos set id_empresa=null where id_empresa=?
2016-12-20 15:13:47.987 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister - Static SQL for collection: com.chortitzer.pcbjfx.domain.Tblproductos.tblBasPreciosCollection
2016-12-20 15:13:47.987 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row insert: update tbl_bas_precios set id_producto=? where fechahora_vigencia=?
2016-12-20 15:13:47.987 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row update: update tbl_bas_precios set  where fechahora_vigencia=?
2016-12-20 15:13:47.988 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row delete: update tbl_bas_precios set id_producto=null where id_producto=? and fechahora_vigencia=?
2016-12-20 15:13:47.988 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  One-shot delete: update tbl_bas_precios set id_producto=null where id_producto=?
2016-12-20 15:13:47.988 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister - Static SQL for collection: com.chortitzer.pcbjfx.domain.Tblproductos.tblBasContratosCollection
2016-12-20 15:13:47.988 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row insert: update tbl_bas_contratos set id_producto=? where id=?
2016-12-20 15:13:47.988 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row update: update tbl_bas_contratos set  where id=?
2016-12-20 15:13:47.988 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  Row delete: update tbl_bas_contratos set id_producto=null where id_producto=? and id=?
2016-12-20 15:13:47.988 [JavaFX Application Thread] DEBUG org.hibernate.persister.collection.AbstractCollectionPersister -  One-shot delete: update tbl_bas_contratos set id_producto=null where id_producto=?
2016-12-20 15:13:47.997 [JavaFX Application Thread] DEBUG org.hibernate.persister.entity.AbstractEntityPersister - Static SQL for entity: com.chortitzer.pcbjfx.domain.Tblempresa
2016-12-20 15:13:47.997 [JavaFX Application Thread] DEBUG org.hibernate.persister.entity.AbstractEntityPersister -  Version select: select id from tblempresa where id =?
2016-12-20 15:13:47.997 [JavaFX Application Thread] DEBUG org.hibernate.persister.entity.AbstractEntityPersister -  Snapshot select: select tblempresa_.id, tblempresa_.cuentacorriente as cuentaco2_2_, tblempresa_.direccion as direccio3_2_, tblempresa_.nombre as nombre4_2_, tblempresa_.ruc as ruc5_2_, tblempresa_.telefono as telefono6_2_ from tblempresa tblempresa_ where tblempresa_.id=?
2016-12-20 15:13:47.998 [JavaFX Application Thread] DEBUG org.hibernate.persister.entity.AbstractEntityPersister -  Insert 0: insert into tblempresa (cuentacorriente, direccion, nombre, ruc, telefono, id) values (?, ?, ?, ?, ?, ?)
2016-12-20 15:13:47.998 [JavaFX Application Thread] DEBUG org.hibernate.persister.entity.AbstractEntityPersister -  Update 0: update tblempresa set cuentacorriente=?, direccion=?, nombre=?, ruc=?, telefono=? where id=?
2016-12-20 15:13:47.998 [JavaFX Application Thread] DEBUG org.hibernate.persister.entity.AbstractEntityPersister -  Delete 0: delete from tblempresa where id=?
2016-12-20 15:13:47.998 [JavaFX Application Thread] DEBUG org.hibernate.persister.entity.AbstractEntityPersister -  Identity insert: insert into tblempresa (cuentacorriente, direccion, nombre, ruc, telefono) values (?, ?, ?, ?, ?)
2016-12-20 15:13:48.035 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@33f2dbb2]
2016-12-20 15:13:48.038 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : cuentacorriente
2016-12-20 15:13:48.038 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : direccion
2016-12-20 15:13:48.038 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : nombre
2016-12-20 15:13:48.038 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : ruc
2016-12-20 15:13:48.039 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : tblBasContratosCollection
2016-12-20 15:13:48.048 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@450337d4]
2016-12-20 15:13:48.051 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1e0de028]
2016-12-20 15:13:48.052 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : telefono
2016-12-20 15:13:48.052 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
2016-12-20 15:13:48.073 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
2016-12-20 15:13:48.079 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter - LoadPlan(entity=com.chortitzer.pcbjfx.domain.Tblempresa)
    - Returns
       - EntityReturnImpl(entity=com.chortitzer.pcbjfx.domain.Tblempresa, querySpaceUid=<gen:0>, path=com.chortitzer.pcbjfx.domain.Tblempresa)
          - CollectionAttributeFetchImpl(collection=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection, querySpaceUid=<gen:1>, path=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.chortitzer.pcbjfx.domain.TblBasContratos, querySpaceUid=<gen:2>, path=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.chortitzer.pcbjfx.domain.Tblempresa)
          - SQL table alias mapping - tblempresa0_
          - alias suffix - 0_
          - suffixed key columns - {id1_2_0_}

2016-12-20 15:13:48.083 [JavaFX Application Thread] DEBUG org.hibernate.loader.entity.plan.EntityLoader - Static select for entity com.chortitzer.pcbjfx.domain.Tblempresa [NONE]: select tblempresa0_.id as id1_2_0_, tblempresa0_.cuentacorriente as cuentaco2_2_0_, tblempresa0_.direccion as direccio3_2_0_, tblempresa0_.nombre as nombre4_2_0_, tblempresa0_.ruc as ruc5_2_0_, tblempresa0_.telefono as telefono6_2_0_ from tblempresa tblempresa0_ where tblempresa0_.id=?
2016-12-20 15:13:48.083 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@39a8ac29]
2016-12-20 15:13:48.083 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : cuentacorriente
2016-12-20 15:13:48.083 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : direccion
2016-12-20 15:13:48.083 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : nombre
2016-12-20 15:13:48.083 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : ruc
2016-12-20 15:13:48.083 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : tblBasContratosCollection
2016-12-20 15:13:48.083 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@43380eee]
2016-12-20 15:13:48.084 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@59333b9a]
2016-12-20 15:13:48.084 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : telefono
2016-12-20 15:13:48.084 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
2016-12-20 15:13:48.084 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
2016-12-20 15:13:48.085 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter - LoadPlan(entity=com.chortitzer.pcbjfx.domain.Tblempresa)
    - Returns
       - EntityReturnImpl(entity=com.chortitzer.pcbjfx.domain.Tblempresa, querySpaceUid=<gen:0>, path=com.chortitzer.pcbjfx.domain.Tblempresa)
          - CollectionAttributeFetchImpl(collection=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection, querySpaceUid=<gen:1>, path=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.chortitzer.pcbjfx.domain.TblBasContratos, querySpaceUid=<gen:2>, path=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.chortitzer.pcbjfx.domain.Tblempresa)
          - SQL table alias mapping - tblempresa0_
          - alias suffix - 0_
          - suffixed key columns - {id1_2_0_}

2016-12-20 15:13:48.085 [JavaFX Application Thread] DEBUG org.hibernate.loader.entity.plan.EntityLoader - Static select for entity com.chortitzer.pcbjfx.domain.Tblempresa [READ]: select tblempresa0_.id as id1_2_0_, tblempresa0_.cuentacorriente as cuentaco2_2_0_, tblempresa0_.direccion as direccio3_2_0_, tblempresa0_.nombre as nombre4_2_0_, tblempresa0_.ruc as ruc5_2_0_, tblempresa0_.telefono as telefono6_2_0_ from tblempresa tblempresa0_ where tblempresa0_.id=?
2016-12-20 15:13:48.085 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@25061d71]
2016-12-20 15:13:48.086 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : cuentacorriente
2016-12-20 15:13:48.086 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : direccion
2016-12-20 15:13:48.086 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : nombre
2016-12-20 15:13:48.087 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : ruc
2016-12-20 15:13:48.087 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : tblBasContratosCollection
2016-12-20 15:13:48.087 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@918fec7]
2016-12-20 15:13:48.088 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@4937eb95]
2016-12-20 15:13:48.088 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : telefono
2016-12-20 15:13:48.088 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
2016-12-20 15:13:48.088 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
2016-12-20 15:13:48.089 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter - LoadPlan(entity=com.chortitzer.pcbjfx.domain.Tblempresa)
    - Returns
       - EntityReturnImpl(entity=com.chortitzer.pcbjfx.domain.Tblempresa, querySpaceUid=<gen:0>, path=com.chortitzer.pcbjfx.domain.Tblempresa)
          - CollectionAttributeFetchImpl(collection=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection, querySpaceUid=<gen:1>, path=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.chortitzer.pcbjfx.domain.TblBasContratos, querySpaceUid=<gen:2>, path=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.chortitzer.pcbjfx.domain.Tblempresa)
          - SQL table alias mapping - tblempresa0_
          - alias suffix - 0_
          - suffixed key columns - {id1_2_0_}

2016-12-20 15:13:48.089 [JavaFX Application Thread] DEBUG org.hibernate.loader.entity.plan.EntityLoader - Static select for entity com.chortitzer.pcbjfx.domain.Tblempresa [UPGRADE]: select tblempresa0_.id as id1_2_0_, tblempresa0_.cuentacorriente as cuentaco2_2_0_, tblempresa0_.direccion as direccio3_2_0_, tblempresa0_.nombre as nombre4_2_0_, tblempresa0_.ruc as ruc5_2_0_, tblempresa0_.telefono as telefono6_2_0_ from tblempresa tblempresa0_ where tblempresa0_.id=? for update
2016-12-20 15:13:48.089 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5c4f9a57]
2016-12-20 15:13:48.090 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : cuentacorriente
2016-12-20 15:13:48.090 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : direccion
2016-12-20 15:13:48.090 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : nombre
2016-12-20 15:13:48.090 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : ruc
2016-12-20 15:13:48.090 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : tblBasContratosCollection
2016-12-20 15:13:48.090 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@3e6725ec]
2016-12-20 15:13:48.090 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@48fa1af6]
2016-12-20 15:13:48.091 [JavaFX Application Thread] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker - Visiting attribute path : telefono
2016-12-20 15:13:48.091 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
2016-12-20 15:13:48.091 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
2016-12-20 15:13:48.092 [JavaFX Application Thread] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter - LoadPlan(entity=com.chortitzer.pcbjfx.domain.Tblempresa)
    - Returns
       - EntityReturnImpl(entity=com.chortitzer.pcbjfx.domain.Tblempresa, querySpaceUid=<gen:0>, path=com.chortitzer.pcbjfx.domain.Tblempresa)
          - CollectionAttributeFetchImpl(collection=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection, querySpaceUid=<gen:1>, path=com.chortitzer.pcbjfx.domain.Tblempresa.tblBasContratosCollection)
